Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
Pok\xc3\xa9mon Crystal Version;"";G;2000;Role-Playing;Nintendo;2.55;1.56;1.29;0.99;6.39;0.0;0;0.0;0;;2;7.0649999999999995;2.375;1.65;2.665;0.375
Red Dead Redemption;"";X360;2010;Action;Take-Two Interactive;3.71;1.97;0.09;0.58;6.35;95.0;96;9.0;2327;M;3;2.91;0.08333333333333333;1.1199999999999999;1.2766666666666666;0.4266666666666667
Halo 3: ODST;Halo 3;X360;2009;Shooter;Microsoft Game Studios;4.34;1.34;0.06;0.61;6.34;83.0;94;7.1;1166;M;0;0;0;0;0;0
Super Mario Sunshine;"";GC;2002;Platform;Nintendo;4.01;1.26;0.87;0.17;6.31;92.0;61;8.6;444;E;16;10.62692307692308;1.9;1.9361538461538463;6.417692307692308;0.37230769230769234
World of Warcraft;"";PC;2004;Role-Playing;Activision;0.09;6.22;0.0;0.0;6.31;93.0;57;7.3;2199;T;6;1.936;0.0;0.586;1.066;0.286
Street Fighter II: The World Warrior;Street Fighter II;SNES;1992;Fighting;Capcom;2.47;0.83;2.87;0.12;6.3;0.0;0;0.0;0;;2;1.66;0.31;0.3;1.0;0.04
Driver;"";PS;1999;Action;GT Interactive;3.11;2.8;0.02;0.33;6.27;87.0;22;8.0;81;T;27;2.535;0.01;1.095;1.305;0.13
Gears of War 3;"";X360;2011;Shooter;Microsoft Game Studios;4.05;1.59;0.07;0.5;6.21;91.0;96;7.8;1510;M;6;3.3599999999999994;0.02666666666666667;0.87;2.14;0.3216666666666666
Kinect Sports;"";X360;2010;Sports;Microsoft Game Studios;3.92;1.73;0.03;0.51;6.19;73.0;51;7.4;95;E10+;18;0.3359999999999999;0.004666666666666667;0.09400000000000003;0.208;0.02866666666666667
Gears of War;"";X360;2006;Shooter;Microsoft Game Studios;3.54;1.88;0.07;0.6;6.09;94.0;88;8.3;2301;M;6;3.3799999999999994;0.02666666666666667;0.8216666666666667;2.225;0.305
FIFA 15;"";PS4;2014;Sports;Electronic Arts;0.8;4.33;0.05;0.91;6.08;82.0;47;5.7;993;E;141;1.1796240601503762;0.01902255639097744;0.7148120300751882;0.24067669172932324;0.20458646616541357
Metal Gear Solid 2: Sons of Liberty;Metal Gear Solid 2;PS2;2001;Action;Konami Digital Entertainment;2.45;2.01;0.87;0.72;6.05;96.0;42;8.7;1035;M;2;0.5700000000000001;0.08;0.18;0.28;0.04
Sonic the Hedgehog 2;"";GEN;1992;Platform;Sega;4.47;1.2;0.16;0.19;6.03;0.0;0;0.0;0;;6;1.4699999999999998;0.09000000000000001;0.39999999999999997;0.8166666666666668;0.16166666666666665
Metal Gear Solid;"";PS;1998;Action;Konami Digital Entertainment;3.18;1.83;0.78;0.24;6.03;94.0;20;9.4;934;M;36;1.0376666666666667;0.2066666666666666;0.263;0.397;0.1706666666666666
Metal Gear Solid 4: Guns of the Patriots;Metal Gear Solid 4;PS3;2008;Action;Konami Digital Entertainment;2.63;1.71;0.83;0.82;5.99;94.0;82;8.7;3575;M;0;0;0;0;0;0
Final Fantasy XII;"";PS2;2006;Role-Playing;Square Enix;1.88;0.0;2.33;1.74;5.95;92.0;64;7.7;982;T;39;1.2994444444444444;0.5758333333333334;0.22416666666666668;0.41111111111111115;0.08944444444444447
The Last of Us;"";PS3;2013;Action;Sony Computer Entertainment Europe;2.41;2.19;0.29;0.99;5.89;95.0;98;9.1;8039;M;1;5.06;0.07;2.12;2.04;0.83
LittleBigPlanet;"";PS3;2008;Platform;Sony Computer Entertainment;2.8;1.98;0.17;0.87;5.82;95.0;85;6.8;5319;E;6;1.956;0.022;0.8280000000000001;0.74;0.362
Resident Evil 2;"";PS;1998;Action;Virgin Interactive;1.88;1.47;2.02;0.45;5.82;89.0;13;9.2;369;M;61;0.947692307692308;0.20711538461538456;0.24153846153846148;0.42057692307692335;0.07749999999999992
Call of Duty: Infinite Warfare;Call of Duty;PS4;2016;Shooter;Activision;2.15;2.57;0.16;0.93;5.8;77.0;86;3.5;1208;M;50;4.435600000000001;0.07339999999999999;1.5102000000000004;2.3132;0.5409999999999999
Dragon Quest IX: Sentinels of the Starry Skies;Dragon Quest IX;DS;2009;Role-Playing;Nintendo;0.63;0.67;4.35;0.15;5.78;87.0;65;8.8;202;E10+;0;0;0;0;0;0
Tekken 2;"";PS;1996;Fighting;Sony Computer Entertainment;2.26;1.89;1.36;0.23;5.74;89.0;8;8.9;102;T;17;1.7452941176470589;0.23411764705882346;0.6294117647058823;0.7188235294117648;0.16294117647058817
Grand Theft Auto V;"";XOne;2014;Action;Take-Two Interactive;2.93;2.32;0.0;0.49;5.74;97.0;14;7.9;774;M;4;13.002500000000001;0.3575;5.455;5.300000000000001;1.8875000000000002
Destiny;"";PS4;2014;Shooter;Activision;2.5;2.07;0.16;0.93;5.66;76.0;95;6.1;5389;T;47;1.1889999999999998;0.06899999999999999;0.33999999999999997;0.643;0.135
LEGO Star Wars: The Complete Saga;LEGO Star Wars;Wii;2007;Action;LucasArts;3.57;1.56;0.0;0.51;5.64;80.0;17;8.9;62;E10+;8;2.1125;0.00125;0.6525;1.2625000000000002;0.19624999999999998
Cooking Mama;"";DS;2006;Simulation;505 Games;3.08;1.91;0.07;0.57;5.64;67.0;35;7.2;21;E;7;1.3871428571428568;0.04428571428571428;0.5142857142857142;0.6871428571428572;0.14142857142857143
Tetris;"";NES;1988;Puzzle;Nintendo;2.97;0.69;1.81;0.11;5.58;0.0;0;0.0;0;;27;1.8246153846153845;0.3011538461538461;0.21846153846153837;1.2515384615384613;0.05423076923076924
Super Smash Bros.;"";N64;1999;Fighting;Nintendo;2.95;0.6;1.97;0.04;5.55;0.0;0;0.0;0;;4;8.122499999999999;1.8275000000000001;1.525;4.245;0.5225
Assassins Creed II;"";PS3;2009;Action;Ubisoft;2.54;1.93;0.21;0.86;5.55;91.0;70;8.6;1212;M;3;2.033333333333333;0.02666666666666667;0.7033333333333335;1.0933333333333335;0.21333333333333335
Assassins Creed;"";X360;2007;Adventure;Ubisoft;3.28;1.64;0.07;0.56;5.54;81.0;77;7.7;1084;M;40;2.865;0.045;1.42;0.96;0.44499999999999995
Forza Motorsport 3;"";X360;2009;Racing;Microsoft Game Studios;2.99;1.9;0.1;0.5;5.49;92.0;90;8.0;516;E;6;2.315;0.021666666666666667;0.915;1.1749999999999998;0.21
Super Mario Advance;"";GBA;2001;Platform;Nintendo;3.14;1.24;0.91;0.2;5.49;84.0;19;7.8;42;E;0;0;0;0;0;0
Batman: Arkham City;Batman;PS3;2011;Action;Warner Bros. Interactive Entertainment;2.71;1.85;0.11;0.81;5.48;96.0;42;8.6;2174;T;34;1.048076923076923;0.01076923076923077;0.3446153846153845;0.5650000000000002;0.12653846153846152
Monster Hunter Freedom Unite;"";PSP;2008;Role-Playing;Capcom;0.47;0.55;4.13;0.34;5.48;81.0;48;8.7;124;T;1;4.87;4.87;0.0;0.0;0.0
Mario Kart: Super Circuit;Mario Kart;GBA;2001;Racing;Nintendo;2.62;1.64;0.99;0.23;5.47;93.0;24;8.3;108;E;1;6.95;0.87;1.77;4.12;0.19
Super Mario World;"";GBA;2001;Platform;Nintendo;3.21;1.11;0.95;0.2;5.46;0.0;0;0.0;0;;4;8.0275;1.6624999999999999;1.5100000000000002;4.59;0.2675
Pokemon Stadium;"";N64;1999;Strategy;Nintendo;3.18;1.24;0.94;0.09;5.45;0.0;0;0.0;0;;8;0;0;0;0;0
Crash Bandicoot: The Wrath of Cortex;Crash Bandicoot;PS2;2001;Platform;Universal Interactive;2.07;2.29;0.24;0.82;5.42;66.0;22;7.1;161;E;3;1.1833333333333333;0.0;0.4633333333333333;0.6666666666666666;0.05666666666666667
Minecraft;"";PS3;2014;Misc;Sony Computer Entertainment;2.1;2.42;0.0;0.89;5.41;0.0;0;0.0;0;;11;4.056;0.266;1.3679999999999999;1.988;0.434
Call of Duty: World at War;Call of Duty;PS3;2008;Shooter;Activision;2.73;1.83;0.0;0.83;5.4;85.0;45;7.6;410;M;50;4.4436;0.07659999999999999;1.525;2.3015999999999996;0.5430000000000001
Tomodachi Life;"";3DS;2013;Simulation;Nintendo;0.99;2.23;1.91;0.25;5.39;71.0;52;7.6;156;E;42;0.07875;0.0;0.02;0.05125;0.00625
Dr. Mario;"";G;1989;Puzzle;Nintendo;2.18;0.96;2.0;0.2;5.34;0.0;0;0.0;0;;4;1.54;0.4525;0.205;0.8475;0.03
Final Fantasy XIII;"";PS3;2009;Role-Playing;Square Enix;1.75;1.21;1.87;0.51;5.34;83.0;83;7.2;2506;T;31;1.6290909090909087;0.6213636363636363;0.37545454545454543;0.5286363636363635;0.10227272727272728
Pokemon Pinball;"";G;1999;Misc;Nintendo;3.02;1.12;1.01;0.16;5.31;0.0;0;0.0;0;;1;1.56;0.44;0.38;0.68;0.05
Final Fantasy IX;"";PS;2000;Role-Playing;SquareSoft;1.62;0.77;2.78;0.14;5.3;94.0;22;8.9;792;T;26;1.3854166666666667;0.55125;0.21916666666666665;0.46083333333333343;0.1545833333333333
Battlefield 1;"";PS4;2016;Shooter;Electronic Arts;1.45;2.81;0.23;0.81;5.3;89.0;33;8.4;896;M;30;1.7589655172413794;0.046551724137931044;0.6417241379310346;0.8655172413793107;0.20517241379310344
New Super Mario Bros. U;"";WiiU;2012;Platform;Nintendo;2.3;1.4;1.28;0.32;5.29;84.0;70;8.1;734;E;0;0;0;0;0;0
Assassins Creed III;"";X360;2012;Action;Ubisoft;3.13;1.69;0.03;0.44;5.29;84.0;61;6.8;1204;M;4;2.2675;0.055;0.9175;0.9125000000000001;0.38
Final Fantasy X-2;"";PS2;2003;Role-Playing;Electronic Arts;1.92;1.08;2.11;0.17;5.29;85.0;45;6.6;404;T;6;1.91;0.6583333333333333;0.49499999999999994;0.6333333333333334;0.12166666666666669
Call of Duty: Advanced Warfare;Call of Duty;XOne;2014;Shooter;Activision;3.24;1.55;0.01;0.48;5.28;81.0;53;5.4;900;M;50;4.446;0.0764;1.5306000000000004;2.2914000000000003;0.5499999999999998
Donkey Kong 64;"";N64;1999;Platform;Nintendo;3.33;0.79;1.09;0.06;5.27;0.0;0;0.0;0;;31;2.17;0.5936;0.4292;1.0599999999999998;0.08600000000000002
Assassins Creed II;"";X360;2009;Action;Ubisoft;3.12;1.55;0.08;0.52;5.27;90.0;82;8.8;1320;M;3;2.1266666666666665;0.06999999999999999;0.8300000000000001;0.9;0.32666666666666666
Tomb Raider II;"";PS;1997;Action;Eidos Interactive;2.3;2.46;0.2;0.28;5.24;85.0;13;0.0;0;T;1;2.29;0.0;1.25;0.91;0.13
Madden NFL 2004;"";PS2;2003;Sports;Electronic Arts;4.26;0.26;0.01;0.71;5.23;94.0;29;8.5;140;E;96;1.2545833333333336;0.0013541666666666665;0.07583333333333331;1.0642708333333333;0.11333333333333327
Dragon Quest VIII: Journey of the Cursed King;Dragon Quest VIII;PS2;2004;Role-Playing;Square Enix;0.65;0.75;3.61;0.2;5.21;89.0;63;8.8;249;T;1;0.87;0.87;0.0;0.0;0.0
Super Mario Bros. 3;"";GBA;2003;Platform;Nintendo;2.93;1.25;0.83;0.2;5.2;0.0;0;0.0;0;;12;13.461818181818183;2.810909090909091;2.751818181818182;7.193636363636363;0.7054545454545456
Professor Layton and the Curious Village;"";DS;2007;Puzzle;Nintendo;1.21;2.43;1.03;0.52;5.19;85.0;72;8.6;149;E;0;0;0;0;0;0
Super Mario Land 3: Wario Land;Super Mario Land 3;G;1994;Platform;Nintendo;2.49;0.98;1.57;0.15;5.19;0.0;0;0.0;0;;0;0;0;0;0;0
FIFA Soccer 13;"";X360;2012;Action;Electronic Arts;1.09;3.47;0.03;0.58;5.17;90.0;48;6.1;404;E;71;1.5457142857142856;0.02857142857142857;0.9557142857142856;0.22285714285714286;0.33999999999999997
Diablo III;"";PC;2012;Role-Playing;Activision;2.45;2.17;0.0;0.54;5.17;88.0;86;4.0;9643;M;4;1.4775;0.0575;0.595;0.635;0.19
Donkey Kong Country 2: Diddys Kong Quest;Donkey Kong Country 2;SNES;1995;Platform;Nintendo;2.1;0.74;2.2;0.11;5.15;0.0;0;0.0;0;;0;0;0;0;0;0
Medal of Honor: Rising Sun;Medal of Honor;PS2;2003;Shooter;Electronic Arts;1.98;2.23;0.13;0.8;5.13;68.0;30;7.6;100;T;19;1.04;0.02375;0.39625;0.509375;0.113125
Kirbys Dream Land;"";G;1992;Platform;Nintendo;2.71;0.61;1.7;0.11;5.13;0.0;0;0.0;0;;3;1.6633333333333333;0.9166666666666666;0.08;0.6366666666666666;0.03
Microsoft Flight Simulator;"";PC;1996;Simulation;Microsoft Game Studios;3.22;1.69;0.0;0.2;5.12;0.0;0;0.0;0;;3;0.19000000000000003;0.0;0.16;0.006666666666666667;0.023333333333333334
Guitar Hero II;"";PS2;2006;Misc;RedOctane;3.81;0.63;0.0;0.68;5.12;92.0;69;8.5;113;T;1;2.2;0.0;0.02;2.01;0.17
Fable III;"";X360;2010;Role-Playing;Microsoft Game Studios;3.59;1.08;0.05;0.38;5.1;80.0;88;6.5;608;M;18;0.4685714285714286;0.1757142857142857;0.06714285714285716;0.19571428571428573;0.03142857142857143
Mario & Sonic at the Olympic Games;"";DS;2008;Sports;Sega;1.63;2.45;0.44;0.57;5.09;0.0;0;0.0;0;;8;3.61;0.3033333333333334;1.695;1.22;0.39333333333333337
Resident Evil 5;"";PS3;2009;Action;Capcom;1.96;1.41;1.08;0.64;5.09;84.0;76;7.5;671;M;61;0.9617307692307696;0.22519230769230766;0.2426923076923076;0.41903846153846186;0.07384615384615377
The Legend of Zelda: Phantom Hourglass;The Legend of Zelda;DS;2007;Action;Nintendo;1.85;1.8;0.95;0.48;5.08;90.0;57;8.0;418;E;22;3.063500000000001;0.48550000000000004;0.784;1.6299999999999997;0.16549999999999998
FIFA Soccer 11;"";PS3;2010;Sports;Electronic Arts;0.61;3.28;0.06;1.12;5.07;89.0;51;8.0;233;E;71;1.048095238095238;0.013492063492063494;0.5715873015873016;0.2304761904761904;0.23190476190476184
Super Mario Bros.;"";G;1999;Platform;Nintendo;3.4;1.3;0.15;0.22;5.07;0.0;0;0.0;0;;12;13.473636363636365;2.8727272727272726;2.7472727272727266;7.15090909090909;0.7036363636363636
The Last of Us;"";PS4;2014;Action;Sony Computer Entertainment;2.04;2.12;0.07;0.83;5.06;0.0;0;0.0;0;;1;5.89;0.29;2.19;2.41;0.99
Resident Evil;"";PS;1996;Action;Virgin Interactive;2.05;1.16;1.11;0.73;5.05;91.0;8;9.0;268;M;61;0.9625000000000002;0.22461538461538458;0.24749999999999991;0.41730769230769255;0.07211538461538455
Grand Theft Auto: Vice City Stories;Grand Theft Auto;PSP;2006;Action;Take-Two Interactive;1.7;1.99;0.16;1.19;5.03;86.0;50;8.0;152;M;12;4.965454545454545;0.11818181818181818;1.1609090909090911;2.298181818181818;1.3881818181818182
Tony Hawks Pro Skater;"";PS;1999;Sports;Activision;3.42;1.38;0.02;0.2;5.02;92.0;18;9.2;69;T;20;1.2485;0.0035000000000000005;0.3495;0.827;0.07050000000000001
Warzone 2100;"";PS;1999;Strategy;Eidos Interactive;2.79;1.89;0.0;0.33;5.01;0.0;0;0.0;0;;1;0;0;0;0;0
Spyro the Dragon;"";PS;1998;Platform;Sony Computer Entertainment;3.36;1.36;0.07;0.21;5.0;0.0;0;0.0;0;;6;0.98;0.0;0.36833333333333335;0.5;0.11
Guitar Hero III: Legends of Rock;Guitar Hero III;PS2;2007;Misc;Activision;3.49;0.01;0.01;1.48;4.98;82.0;24;8.2;47;T;4;2.8474999999999997;0.0075;0.6375;1.9125;0.2875
Links Crossbow Training;"";Wii;2007;Shooter;Nintendo;3.05;1.17;0.29;0.46;4.98;68.0;34;7.1;47;T;0;0;0;0;0;0
Fallout 3;"";X360;2008;Role-Playing;Bethesda Softworks;3.4;0.99;0.09;0.45;4.94;93.0;84;8.5;1658;M;14;2.0684615384615386;0.03538461538461538;0.7807692307692305;0.9984615384615382;0.2553846153846154
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness;Pokemon Mystery Dungeon;DS;2007;Role-Playing;Nintendo;1.83;1.19;1.54;0.37;4.93;0.0;0;0.0;0;;3;1.6300000000000001;0.5499999999999999;0.41333333333333333;0.5733333333333334;0.09000000000000001
Super Smash Bros. for Wii U and 3DS;"";WiiU;2014;Fighting;Nintendo;2.63;1.1;0.82;0.38;4.93;0.0;0;0.0;0;;1;7.62;2.44;1.4;3.3;0.48
Uncharted: Drakes Fortune;Uncharted;PS3;2007;Action;Sony Computer Entertainment;2.32;1.72;0.12;0.77;4.92;88.0;66;8.1;2332;T;2;4.8;0.09;1.79;2.13;0.79
Madden NFL 06;"";PS2;2005;Sports;Electronic Arts;3.98;0.26;0.01;0.66;4.91;88.0;29;8.0;121;E;96;1.2579166666666668;0.0013541666666666665;0.07583333333333331;1.0671875;0.11385416666666659
Diddy Kong Racing;"";N64;1997;Racing;Nintendo;2.91;0.99;0.89;0.1;4.88;0.0;0;0.0;0;;1;1.22;0.0;0.03;1.09;0.09
Monster Hunter Freedom 3;"";PSP;2010;Role-Playing;Capcom;0.0;0.0;4.87;0.0;4.87;0.0;0;0.0;0;;4;2.4725;1.8525;0.21250000000000002;0.27;0.14
StarCraft II: Wings of Liberty;StarCraft II;PC;2010;Strategy;Activision;2.58;1.69;0.0;0.59;4.85;93.0;82;8.2;3057;T;2;1.115;0.0;0.475;0.53;0.11
Dr. Mario;"";NES;1990;Puzzle;Nintendo;2.62;0.6;1.52;0.1;4.85;0.0;0;0.0;0;;4;1.6625;0.5725;0.29500000000000004;0.7375;0.05500000000000001
Assassins Creed;"";PS3;2007;Adventure;Ubisoft;1.91;2.0;0.09;0.82;4.82;81.0;40;7.3;777;M;40;3.225;0.035;1.24;1.6449999999999998;0.31500000000000006
God of War III;"";PS3;2010;Action;Sony Computer Entertainment;2.74;1.34;0.12;0.61;4.8;92.0;101;8.7;2647;M;1;0.67;0.01;0.29;0.26;0.11
Uncharted: The Nathan Drake Collection;Uncharted;PS4;2015;Action;Sony Computer Entertainment;2.13;1.79;0.09;0.79;4.8;86.0;78;8.1;1289;T;2;4.92;0.12;1.72;2.32;0.77
Crash Team Racing;"";PS;1999;Racing;Sony Computer Entertainment;2.57;1.57;0.44;0.21;4.79;88.0;20;9.0;239;E;4;0.2675;0.0;0.08;0.16;0.025
LEGO Star Wars: The Complete Saga;LEGO Star Wars;DS;2007;Action;LucasArts;2.83;1.48;0.0;0.45;4.76;80.0;9;5.4;46;E;8;2.2224999999999997;0.00125;0.6625;1.355;0.20375
Driver 2;"";PS;2000;Action;Atari;2.36;2.1;0.02;0.25;4.73;62.0;14;7.7;93;T;27;3.3049999999999997;0.01;1.4449999999999998;1.68;0.17
Batman: Arkham City;Batman;X360;2011;Action;Warner Bros. Interactive Entertainment;2.99;1.27;0.04;0.42;4.73;94.0;87;8.7;1477;T;34;1.0769230769230769;0.013461538461538462;0.3669230769230768;0.5542307692307693;0.1415384615384615
The Simpsons: Hit & Run;The Simpsons;PS2;2003;Racing;Vivendi Games;1.73;2.19;0.0;0.79;4.7;0.0;0;0.0;0;;6;1.405;0.0;0.43;0.8866666666666667;0.09333333333333334
Tony Hawks Pro Skater 2;"";PS;2000;Sports;Activision;3.05;1.41;0.02;0.2;4.68;98.0;19;7.7;301;T;20;1.2654999999999998;0.0034999999999999996;0.348;0.8455;0.07050000000000001
The Lord of the Rings: The Two Towers;The Lord of the Rings;PS2;2002;Action;Electronic Arts;1.94;1.95;0.08;0.7;4.67;82.0;32;8.2;78;T;27;0.6395238095238095;0.0028571428571428576;0.2166666666666667;0.3604761904761905;0.06047619047619049
Tomb Raider;"";PS;1996;Action;Eidos Interactive;2.29;1.97;0.13;0.24;4.63;91.0;13;8.6;149;T;39;0.9523529411764704;0.018235294117647058;0.41176470588235287;0.43117647058823527;0.09058823529411764
Animal Crossing: City Folk;Animal Crossing;Wii;2008;Simulation;Nintendo;1.83;1.12;1.32;0.36;4.62;73.0;50;7.6;120;E;4;8.209999999999999;3.723333333333333;2.316666666666667;1.71;0.4633333333333334
Luigis Mansion: Dark Moon;Luigis Mansion;3DS;2013;Action;Nintendo;1.82;1.39;1.12;0.29;4.62;86.0;74;8.4;461;E;0;0;0;0;0;0
Minecraft;"";PS4;2014;Misc;Sony Computer Entertainment Europe;1.62;2.13;0.14;0.73;4.62;0.0;0;0.0;0;;11;4.214;0.238;1.426;2.0839999999999996;0.466
Halo 5: Guardians;Halo 5;XOne;2015;Shooter;Microsoft Game Studios;2.86;1.29;0.03;0.42;4.61;84.0;101;6.4;2455;T;0;0;0;0;0;0
The Legend of Zelda: A Link to the Past;The Legend of Zelda;SNES;1991;Action;Nintendo;2.42;0.91;1.15;0.13;4.61;0.0;0;0.0;0;;22;3.0870000000000006;0.4755;0.8285;1.6015000000000001;0.183
The Legend of Zelda: The Wind Waker;The Legend of Zelda;GC;2002;Action;Nintendo;2.6;0.99;0.89;0.13;4.6;96.0;80;8.9;977;E;22;3.087500000000001;0.4885;0.8244999999999999;1.5924999999999998;0.183
Guitar Hero III: Legends of Rock;Guitar Hero III;Wii;2007;Misc;Activision;3.04;1.11;0.0;0.43;4.6;86.0;36;8.4;87;T;4;2.9425;0.01;0.3625;2.025;0.55
Forza Motorsport 4;"";X360;2011;Racing;Microsoft Game Studios;2.08;1.97;0.06;0.46;4.57;91.0;83;8.2;619;E;6;2.4683333333333333;0.028333333333333335;0.9033333333333333;1.3266666666666664;0.21666666666666667
Splatoon;"";WiiU;2015;Shooter;Nintendo;1.56;1.24;1.48;0.26;4.54;81.0;88;8.5;1189;E10+;0;0;0;0;0;0
Mario & Sonic at the Olympic Winter Games;"";Wii;2009;Sports;Sega;1.87;1.96;0.22;0.48;4.53;0.0;0;0.0;0;;2;2.12;0.2;0.92;0.79;0.215
Madden NFL 2005;"";PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91.0;30;7.9;78;E;96;1.261875;0.0013541666666666665;0.07583333333333331;1.0651041666666665;0.11989583333333326
Guitar Hero III: Legends of Rock;Guitar Hero III;X360;2007;Misc;Activision;3.19;0.91;0.01;0.42;4.53;85.0;69;7.9;167;T;4;2.96;0.0075;0.41250000000000003;1.9874999999999998;0.5525
The Legend of Zelda: Ocarina of Time;The Legend of Zelda;3DS;2011;Action;Nintendo;2.18;1.38;0.63;0.32;4.51;0.0;0;0.0;0;;22;3.092;0.5015;0.8049999999999999;1.6135000000000002;0.1735
Pitfall!;"";2600;1981;Platform;Activision;4.21;0.24;0.0;0.05;4.5;0.0;0;0.0;0;;8;0.33428571428571435;0.0;0.05571428571428572;0.26571428571428574;0.011428571428571429
Madden NFL 07;"";PS2;2006;Sports;Electronic Arts;3.63;0.24;0.01;0.61;4.49;84.0;29;8.2;39;E;96;1.2622916666666668;0.0013541666666666665;0.07604166666666663;1.0708333333333333;0.11437499999999994
Spider-Man: The Movie;Spider-Man;PS2;2002;Action;Activision;2.71;1.51;0.03;0.23;4.48;76.0;25;7.9;42;E;27;0.36307692307692296;0.0007692307692307692;0.06730769230769232;0.27038461538461533;0.023076923076923085
Super Mario 3D World;"";WiiU;2013;Platform;Nintendo;2.18;1.23;0.73;0.34;4.47;93.0;83;9.0;1615;E;0;0;0;0;0;0
Dragon Quest VII: Warriors of Eden;Dragon Quest VII;PS;2000;Role-Playing;Enix Corporation;0.2;0.14;4.1;0.02;4.47;0.0;0;0.0;0;;1;1.51;1.3;0.12;0.07;0.02
God of War;"";PS2;2005;Action;Sony Computer Entertainment;2.71;1.29;0.02;0.43;4.45;94.0;75;8.9;1007;M;14;1.8436363636363635;0.036363636363636355;0.3918181818181818;1.031818181818182;0.3854545454545455
Nintendo Land;"";WiiU;2012;Misc;Nintendo;2.52;1.11;0.46;0.33;4.42;77.0;61;7.9;473;E10+;13;0.43;0.015;0.095;0.305;0.01
Tony Hawks Pro Skater 3;"";PS2;2001;Sports;Activision;2.66;1.29;0.01;0.46;4.41;97.0;34;7.5;298;T;20;1.279;0.004;0.354;0.865;0.05750000000000001
Winning Eleven: Pro Evolution Soccer 2007;Winning Eleven;PS2;2006;Sports;Konami Digital Entertainment;0.1;2.39;1.05;0.86;4.39;86.0;19;8.9;33;E;5;0.42799999999999994;0.06200000000000001;0.32599999999999996;0.036;0.004
The Elder Scrolls IV: Oblivion;The Elder Scrolls IV;X360;2006;Role-Playing;Take-Two Interactive;2.83;1.03;0.13;0.4;4.39;94.0;90;8.7;1113;M;2;1.6800000000000002;0.07;0.525;0.85;0.235
Zelda II: The Adventure of Link;Zelda II;NES;1987;Adventure;Nintendo;2.19;0.5;1.61;0.08;4.38;0.0;0;0.0;0;;0;0;0;0;0;0
Call of Duty: Advanced Warfare;Call of Duty;PS3;2014;Shooter;Activision;1.57;1.93;0.19;0.69;4.38;0.0;0;4.8;207;M;50;4.464;0.07279999999999999;1.5230000000000004;2.3248;0.5457999999999998
Fallout 4;"";XOne;2015;Role-Playing;Bethesda Softworks;2.59;1.37;0.01;0.4;4.37;88.0;39;6.2;1759;M;14;2.1123076923076924;0.04153846153846154;0.7515384615384614;1.0607692307692305;0.2592307692307692
Need for Speed: Most Wanted;Need for Speed;PS2;2005;Racing;Electronic Arts;2.03;1.79;0.08;0.47;4.37;82.0;36;9.1;138;T;43;1.040263157894737;0.01105263157894737;0.3752631578947368;0.4894736842105263;0.16526315789473678
Michael Jackson: The Experience;Michael Jackson;Wii;2010;Misc;Ubisoft;2.64;1.33;0.01;0.39;4.36;56.0;37;8.3;32;E10+;6;0.3416666666666666;0.0;0.08000000000000002;0.22666666666666666;0.03666666666666667
Resistance: Fall of Man;Resistance;PS3;2006;Shooter;Sony Computer Entertainment;1.74;1.72;0.14;0.75;4.35;86.0;70;8.1;718;M;2;0.65;0.035;0.255;0.225;0.135
Sonic the Hedgehog;"";GEN;1991;Platform;Sega;3.03;0.91;0.26;0.13;4.34;0.0;0;0.0;0;;6;1.7516666666666667;0.07333333333333332;0.4483333333333333;1.0566666666666666;0.17166666666666666
Kingdom Hearts II;"";PS2;2005;Role-Playing;Square Enix;2.2;0.58;1.38;0.17;4.33;87.0;64;9.0;778;E10+;1;1.24;0.18;0.36;0.52;0.18
Call of Duty: Advanced Warfare;Call of Duty;X360;2014;Shooter;Activision;2.79;1.13;0.0;0.4;4.32;0.0;0;4.9;221;M;50;4.4652;0.07659999999999999;1.5390000000000004;2.3004;0.5515999999999999
Asteroids;"";2600;1980;Shooter;Atari;4.0;0.26;0.0;0.05;4.31;0.0;0;0.0;0;;3;0.6549999999999999;0.0;0.22999999999999998;0.385;0.035
FIFA 15;"";PS3;2014;Sports;Electronic Arts;0.58;3.02;0.04;0.64;4.28;0.0;0;4.5;110;E;141;1.1931578947368424;0.019097744360902252;0.7246616541353387;0.24233082706766915;0.2066165413533835
Fable II;"";X360;2008;Role-Playing;Microsoft Game Studios;2.51;1.24;0.11;0.41;4.27;89.0;95;6.5;2427;M;54;0.2554545454545454;0.11363636363636363;0.03272727272727273;0.09727272727272727;0.012727272727272726
Batman: Arkham Asylum;Batman;PS3;2009;Action;Eidos Interactive;2.24;1.31;0.07;0.61;4.24;91.0;70;8.9;1130;T;34;1.0957692307692304;0.012307692307692308;0.36538461538461536;0.5830769230769232;0.13423076923076924
